rank,read_tier,title,year,authors,venue,doi,url,cited_by_count,source_query,concepts,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open,relevance_score,hostile_reason,abstract
640,landscape_sweep,"Autonomous Underwater Vehicles: Localization, Navigation, and Communication for Collaborative Missions",2020,Josué González-García; Alfonso Gómez-Espinosa; Enrique Cuan‐Urquizo; Luis G. García-Valdovinos; Tomás Salgado-Jiménez; Jesús Arturo Escobedo Cabello,Applied Sciences,10.3390/app10041256,https://doi.org/10.3390/app10041256,268,latent dynamics robot manipulation,Underwater; Computer science; Intervention AUV; Underwater acoustic communication; Systems engineering; Engineering; Underwater Vehicles and Communication Systems; Robotics and Sensor-Based Localization; UAV Applications and Optimization,"Advance embodied world/dynamics modeling around: Autonomous Underwater Vehicles: Localization, Navigation, and Communication for Collaborative Missions.","task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,"localized action failures, planner-induced counterexamples, and post-failure repair credit assignment",Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,6.34,,"Development of Autonomous Underwater Vehicles (AUVs) has permitted the automatization of many tasks originally achieved with manned vehicles in underwater environments. Teams of AUVs designed to work within a common mission are opening the possibilities for new and more complex applications. In underwater environments, communication, localization, and navigation of AUVs are considered challenges due to the impossibility of relying on radio communications and global positioning systems. For a long time, acoustic systems have been the main approach for solving these challenges. However, they present their own shortcomings, which are more relevant for AUV teams. As a result, researchers have explored different alternatives. To summarize and analyze these alternatives, a review of the literature is presented in this paper. Finally, a summary of collaborative AUV teams and missions is also included, with the aim of analyzing their applicability, advantages, and limitations."
641,landscape_sweep,ARMin III – Arm Therapy Exoskeleton with an Ergonomic Shoulder Actuation,2009,Tobias Nef; Marco Guidali; Robert Riener,Applied Bionics and Biomechanics,10.1155/2009/962956,https://doi.org/10.1155/2009/962956,267,contact dynamics learning robot manipulation,Exoskeleton; Rehabilitation; Robot; Physical medicine and rehabilitation; Robotics; Work (physics); Engineering; Robot end effector; Shoulder joint; Wrist; Range of motion; Elbow,Advance embodied world/dynamics modeling around: ARMin III – Arm Therapy Exoskeleton with an Ergonomic Shoulder Actuation.,"task-specific learned dynamics, representation, or planning model",scale transfers to local physical counterfactual repair,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,semantic priors overriding physical evidence,Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,6.335,,"Rehabilitation robots have become important tools in stroke rehabilitation. Compared to manual arm training, robot-supported training can be more intensive, of longer duration and more repetitive. Therefore, robots have the potential to improve the rehabilitation process in stroke patients. Whereas a majority of previous work in upper limb rehabilitation robotics has focused on end-effector-based robots, a shift towards exoskeleton robots is taking place because they offer a better guidance of the human arm, especially for movements with a large range of motion. However, the implementation of an exoskeleton device introduces the challenge of reproducing the motion of the human shoulder, which is one of the most complex joints of the body. Thus, this paper starts with describing a simplified model of the human shoulder. On the basis of that model, a new ergonomic shoulder actuation principle that provides motion of the humerus head is proposed, and its implementation in the ARMin III arm therapy robot is described. The focus lies on the mechanics and actuation principle. The ARMin III robot provides three actuated degrees of freedom for the shoulder and one for the elbow joint. An additional module provides actuated lower arm pro/supination and wrist flexion/extension. Five ARMin III devices have been manufactured and they are currently undergoing clinical evaluation in hospitals in Switzerland and in the United States."
642,landscape_sweep,ProgPrompt: program generation for situated robot task planning using large language models,2023,Ishika Singh; Valts Blukis; Arsalan Mousavian; Ankit Goyal; Danfei Xu; Jonathan Tremblay; Dieter Fox; Jesse Thomason,Autonomous Robots,10.1007/s10514-023-10135-3,https://doi.org/10.1007/s10514-023-10135-3,66,visual foresight robot manipulation,Computer science; Situated; Task (project management); Robot; Context (archaeology); Human–computer interaction; Domain (mathematical analysis); Action (physics); Plan (archaeology); Code (set theory); Natural language; Key (lock),Transfer a learned or simulated dynamics/action model from source conditions to deployment.,large generative/foundation model conditioning,model errors remain tolerable over the planner horizon; scale transfers to local physical counterfactual repair,model structure during deployment; observability of repair-relevant state,planner exploitation of small model errors; out-of-distribution deployment mismatch; semantic priors overriding physical evidence,Weakens novelty of planner-in-the-loop learned dynamics control.,"How planner-exposed model counterexamples are converted into bounded, targeted world-model edits.",6.33,,"Abstract Task planning can require defining myriad domain knowledge about the world in which a robot needs to act. To ameliorate that effort, large language models (LLMs) can be used to score potential next actions during task planning, and even generate action sequences directly, given an instruction in natural language with no additional domain information. However, such methods either require enumerating all possible next steps for scoring, or generate free-form text that may contain actions not possible on a given robot in its current context. We present a programmatic LLM prompt structure that enables plan generation functional across situated environments, robot capabilities, and tasks. Our key insight is to prompt the LLM with program-like specifications of the available actions and objects in an environment, as well as with example that can be executed. We make concrete recommendations about prompt structure and generation constraints through ablation experiments, demonstrate state of the art success rates in VirtualHome household tasks, and deploy our method on a physical robot arm for tabletop tasks. Website and code at progprompt.github.io"
643,landscape_sweep,Formal Specification and Verification of Autonomous Robotic Systems,2019,Matt Luckcuck; Marie Farrell; Louise A. Dennis; Clare Dixon; Michael Fisher,ACM Computing Surveys,10.1145/3342355,https://doi.org/10.1145/3342355,264,robot dynamics model adaptation online robotics,Robotics; Computer science; Correctness; Artificial intelligence; Formal methods; Formal verification; Rotation formalisms in three dimensions; Formal specification; Software engineering; Certification; Robot; Programming language,Advance embodied world/dynamics modeling around: Formal Specification and Verification of Autonomous Robotic Systems.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,semantic priors overriding physical evidence,Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,6.32,,"Autonomous robotic systems are complex, hybrid, and often safety critical; this makes their formal specification and verification uniquely challenging. Though commonly used, testing and simulation alone are insufficient to ensure the correctness of, or provide sufficient evidence for the certification of, autonomous robotics. Formal methods for autonomous robotics have received some attention in the literature, but no resource provides a current overview. This article systematically surveys the state of the art in formal specification and verification for autonomous robotics. Specially, it identifies and categorizes the challenges posed by, the formalisms aimed at, and the formal approaches for the specification and verification of autonomous robotics."
644,landscape_sweep,Robotic Process Automation and Artificial Intelligence in Industry 4.0 – A Literature review,2021,Jorge Ribeiro; Rui Lima; Tiago Eckhardt; Sara Paiva,Procedia Computer Science,10.1016/j.procs.2021.01.104,https://doi.org/10.1016/j.procs.2021.01.104,462,online system identification robot control robotics,Computer science; Automation; Context (archaeology); Process (computing); Artificial intelligence; Business process; Information extraction; Information technology; Process automation system; Data science; Knowledge management; Robotic Process Automation Applications,Advance embodied world/dynamics modeling around: Robotic Process Automation and Artificial Intelligence in Industry 4.0 – A Literature review.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,semantic priors overriding physical evidence,Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,6.31,,"Taking into account the technological evolution of the last decades and the proliferation of information systems in society, today we see the vast majority of services provided by companies and institutions as digital services. Industry 4.0 is the fourth industrial revolution where technologies and automation are asserting themselves as major changes. Robotic Process Automation (RPA) has numerous advantages in terms of automating organizational and business processes. Allied to these advantages, the complementary use of Artificial Intelligence (AI) algorithms and techniques allows to improve the accuracy and execution of RPA processes in the extraction of information, in the recognition, classification, forecasting and optimization of processes. In this context, this paper aims to present a study of the RPA tools associated with AI that can contribute to the improvement of the organizational processes associated with Industry 4.0. It appears that the RPA tools enhance their functionality with the objectives of AI being extended with the use of Artificial Neural Network algorithms, Text Mining techniques and Natural Language Processing techniques for the extraction of information and consequent process of optimization and of forecasting scenarios in improving the operational and business processes of organizations."
645,landscape_sweep,Thinking through other minds: A variational approach to cognition and culture,2019,Samuel P. L. Veissière; Axel Constant; Maxwell J. D. Ramstead; Karl Friston; Laurence J. Kirmayer,Behavioral and Brain Sciences,10.1017/s0140525x19001213,https://doi.org/10.1017/s0140525x19001213,360,embodied world model robot manipulation,Cultural neuroscience; Sociocultural evolution; Affordance; Cognitive science; Enculturation; Psychology; Cognition; Externalism; Social cognition; Epistemology; Cognitive psychology; Sociology,Transfer a learned or simulated dynamics/action model from source conditions to deployment.,"task-specific learned dynamics, representation, or planning model",scale transfers to local physical counterfactual repair,downstream planner/controller response to model errors; observability of repair-relevant state,out-of-distribution deployment mismatch; semantic priors overriding physical evidence,Weakens novelty of any generic online adaptation or residual model-repair framing.,"Whether repairs are selected by decision failures rather than global prediction fit, and whether repair locality is explicit.",6.3,,"The processes underwriting the acquisition of culture remain unclear. How are shared habits, norms, and expectations learned and maintained with precision and reliability across large-scale sociocultural ensembles? Is there a unifying account of the mechanisms involved in the acquisition of culture? Notions such as ""shared expectations,"" the ""selective patterning of attention and behaviour,"" ""cultural evolution,"" ""cultural inheritance,"" and ""implicit learning"" are the main candidates to underpin a unifying account of cognition and the acquisition of culture; however, their interactions require greater specification and clarification. In this article, we integrate these candidates using the variational (free-energy) approach to human cognition and culture in theoretical neuroscience. We describe the construction by humans of social niches that afford epistemic resources called cultural affordances. We argue that human agents learn the shared habits, norms, and expectations of their culture through immersive participation in patterned cultural practices that selectively pattern attention and behaviour. We call this process ""thinking through other minds"" (TTOM) - in effect, the process of inferring other agents' expectations about the world and how to behave in social context. We argue that for humans, information from and about other people's expectations constitutes the primary domain of statistical regularities that humans leverage to predict and organize behaviour. The integrative model we offer has implications that can advance theories of cognition, enculturation, adaptation, and psychopathology. Crucially, this formal (variational) treatment seeks to resolve key debates in current cognitive science, such as the distinction between internalist and externalist accounts of theory of mind abilities and the more fundamental distinction between dynamical and representational accounts of enactivism."
646,landscape_sweep,Eureka: Human-Level Reward Design via Coding Large Language Models,2023,Yecheng Jason Ma; William Liang; Guanzhi Wang; De-An Huang; Osbert Bastani; Dinesh Jayaraman; Yuke Zhu; Linxi Fan,arXiv (Cornell University),10.48550/arxiv.2310.12931,http://arxiv.org/abs/2310.12931,48,legged robot learned dynamics adaptation,Reinforcement learning; Computer science; Generality; Suite; Context (archaeology); Artificial intelligence; Coding (social sciences); Task (project management); Exploit; Tying; Heuristics; Human–computer interaction,Model action-conditioned physical change for manipulation/contact robustly enough to support robot decisions.,large generative/foundation model conditioning; reinforcement-learning objective around a learned model,reward feedback is the main signal for correcting model use; scale transfers to local physical counterfactual repair,contact/friction regime; model structure during deployment; observability of repair-relevant state,semantic priors overriding physical evidence,Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,6.24,,"Large Language Models (LLMs) have excelled as high-level semantic planners for sequential decision-making tasks. However, harnessing them to learn complex low-level manipulation tasks, such as dexterous pen spinning, remains an open problem. We bridge this fundamental gap and present Eureka, a human-level reward design algorithm powered by LLMs. Eureka exploits the remarkable zero-shot generation, code-writing, and in-context improvement capabilities of state-of-the-art LLMs, such as GPT-4, to perform evolutionary optimization over reward code. The resulting rewards can then be used to acquire complex skills via reinforcement learning. Without any task-specific prompting or pre-defined reward templates, Eureka generates reward functions that outperform expert human-engineered rewards. In a diverse suite of 29 open-source RL environments that include 10 distinct robot morphologies, Eureka outperforms human experts on 83% of the tasks, leading to an average normalized improvement of 52%. The generality of Eureka also enables a new gradient-free in-context learning approach to reinforcement learning from human feedback (RLHF), readily incorporating human inputs to improve the quality and the safety of the generated rewards without model updating. Finally, using Eureka rewards in a curriculum learning setting, we demonstrate for the first time, a simulated Shadow Hand capable of performing pen spinning tricks, adeptly manipulating a pen in circles at rapid speed."
647,landscape_sweep,"Robots in agriculture: prospects, impacts, ethics, and policy",2020,Robert Sparrow; Mark Howard,Precision Agriculture,10.1007/s11119-020-09757-9,https://doi.org/10.1007/s11119-020-09757-9,245,affordance dynamics model robot manipulation,Robotics; Agriculture; Robot; Politics; Engineering ethics; Wonder; Key (lock); Artificial intelligence; Political science; Food security; Business; Engineering,"Advance embodied world/dynamics modeling around: Robots in agriculture: prospects, impacts, ethics, and policy.","task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,"localized action failures, planner-induced counterexamples, and post-failure repair credit assignment",Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,6.225,,
648,landscape_sweep,What Makes a Robot Social? A Review of Social Robots from Science Fiction to a Home or Hospital Near You,2021,Anna Henschel; Guy Laban; Emily S. Cross,Current Robotics Reports,10.1007/s43154-020-00035-0,https://doi.org/10.1007/s43154-020-00035-0,245,robot dynamics model adaptation online robotics,Robot; Social robot; Robotics; Human–computer interaction; Artificial intelligence; Psychology; Psychological intervention; Computer science; Sociology; Social Robot Interaction and HRI; Human-Automation Interaction and Safety; Robotics and Automated Systems,Advance embodied world/dynamics modeling around: What Makes a Robot Social? A Review of Social Robots from Science Fiction to a Home or Hospital Near You.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,semantic priors overriding physical evidence,Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,6.225,,"Purpose of Review: We provide an outlook on the definitions, laboratory research, and applications of social robots, with an aim to understand what makes a robot social-in the eyes of science and the general public. Recent Findings: Social robots demonstrate their potential when deployed within contexts appropriate to their form and functions. Some examples include companions for the elderly and cognitively impaired individuals, robots within educational settings, and as tools to support cognitive and behavioural change interventions. Summary: Science fiction has inspired us to conceive of a future with autonomous robots helping with every aspect of our daily lives, although the robots we are familiar with through film and literature remain a vision of the distant future. While there are still miles to go before robots become a regular feature within our social spaces, rapid progress in social robotics research, aided by the social sciences, is helping to move us closer to this reality."
649,landscape_sweep,ProgPrompt: Generating Situated Robot Task Plans using Large Language Models,2022,Ishika Singh; Valts Blukis; Arsalan Mousavian; Ankit Goyal; Danfei Xu; Jonathan Tremblay; Dieter Fox; Jesse Thomason,arXiv (Cornell University),10.48550/arxiv.2209.11302,http://arxiv.org/abs/2209.11302,44,visual foresight robot manipulation,Situated; Computer science; Task (project management); Robot; Human–computer interaction; Context (archaeology); Domain (mathematical analysis); Plan (archaeology); Action (physics); Key (lock); Natural language; Artificial intelligence,Transfer a learned or simulated dynamics/action model from source conditions to deployment.,large generative/foundation model conditioning,model errors remain tolerable over the planner horizon; scale transfers to local physical counterfactual repair,model structure during deployment; observability of repair-relevant state,planner exploitation of small model errors; out-of-distribution deployment mismatch; semantic priors overriding physical evidence,Weakens novelty of planner-in-the-loop learned dynamics control.,"How planner-exposed model counterexamples are converted into bounded, targeted world-model edits.",6.22,,"Task planning can require defining myriad domain knowledge about the world in which a robot needs to act. To ameliorate that effort, large language models (LLMs) can be used to score potential next actions during task planning, and even generate action sequences directly, given an instruction in natural language with no additional domain information. However, such methods either require enumerating all possible next steps for scoring, or generate free-form text that may contain actions not possible on a given robot in its current context. We present a programmatic LLM prompt structure that enables plan generation functional across situated environments, robot capabilities, and tasks. Our key insight is to prompt the LLM with program-like specifications of the available actions and objects in an environment, as well as with example programs that can be executed. We make concrete recommendations about prompt structure and generation constraints through ablation experiments, demonstrate state of the art success rates in VirtualHome household tasks, and deploy our method on a physical robot arm for tabletop tasks. Website at progprompt.github.io"
650,landscape_sweep,Anthropomorphism in Human–Robot Co-evolution,2018,Luisa Damiano; Paul Dumouchel,Frontiers in Psychology,10.3389/fpsyg.2018.00468,https://doi.org/10.3389/fpsyg.2018.00468,243,embodied world model robot manipulation robotics,Robotics; Robot; Psychology; Artificial intelligence; Social robot; Human–robot interaction; Cognitive science; Cognition; Computer science; Social Robot Interaction and HRI; Ethics and Social Impacts of AI; Psychology of Moral and Emotional Judgment,Advance embodied world/dynamics modeling around: Anthropomorphism in Human–Robot Co-evolution.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,semantic priors overriding physical evidence,Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,6.215,,"Social robotics entertains a particular relationship with anthropomorphism, which it neither sees as a cognitive error, nor as a sign of immaturity. Rather it considers that this common human tendency, which is hypothesized to have evolved because it favoured cooperation among early humans, can be used today to facilitate social interactions between humans and a new type of cooperative and interactive agents – social robots. This approach leads social robotics to focus research on the engineering of robots that activate anthropomorphic projections in users. The objective is to give robots “social presence” and “social behaviors” that are sufficiently credible for human users to engage in comfortable and potentially long-lasting relations with these machines. This choice of ‘applied anthropomorphism’ as a research methodology exposes the artefacts produced by social robotics to ethical condemnation: social robots are judged to be a “cheating” technology, as they generate in users the illusion of reciprocal social and affective relations. This article takes position in this debate, not only developing a series of arguments relevant to philosophy of mind, cognitive sciences, and robotic AI, but also asking what social robotics can teach us about anthropomorphism. On this basis, we propose a theoretical perspective that characterizes anthropomorphism as a basic mechanism of interaction, and rebuts the ethical reflections that a priori condemns “anthropomorphism-based” social robots. To address the relevant ethical issues, we promote a critical experimentally-based ethical approach to social robotics, “synthetic ethics”, which aims at allowing humans to use social robots for two main goals: self-knowledge and moral growth."
651,landscape_sweep,Simulation-based biomechanical assessment of unpowered exoskeletons for running,2021,Hamidreza Aftabi; Rezvan Nasiri; Majid Nili Ahmadabadi,Scientific Reports,10.1038/s41598-021-89640-3,https://doi.org/10.1038/s41598-021-89640-3,42,legged robot learned dynamics adaptation,Exoskeleton; Algorithm; Computer science; Machine learning; Prosthetics and Rehabilitation Robotics; Muscle activation and electromyography studies; Mechanical Circulatory Support Devices,Advance embodied world/dynamics modeling around: Simulation-based biomechanical assessment of unpowered exoskeletons for running.,contact/tactile dynamics modeling,the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,localized contact/friction failures under action; semantic priors overriding physical evidence,Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,6.21,,"Due to the complexity and high degrees of freedom, the detailed assessment of human biomechanics is necessary for the design and optimization of an effective exoskeleton. In this paper, we present full kinematics, dynamics, and biomechanics assessment of unpowered exoskeleton augmentation for human running gait. To do so, the considered case study is the assistive torque profile of I-RUN. Our approach is using some extensive data-driven OpenSim simulation results employing a generic lower limb model with 92-muscles and 29-DOF. In the simulation, it is observed that exoskeleton augmentation leads to [Formula: see text] metabolic rate reduction for the stiffness coefficient of [Formula: see text]. Moreover, this optimum stiffness coefficient minimizes the biological hip moment by [Formula: see text]. The optimum stiffness coefficient ([Formula: see text]) also reduces the average force of four major hip muscles, i.e., Psoas, Gluteus Maximus, Rectus Femoris, and Semimembranosus. The effect of assistive torque profile on the muscles' fatigue is also studied. Interestingly, it is observed that at [Formula: see text], both all 92 lower limb muscles' fatigue and two hip major mono-articular muscles' fatigue have the maximum reduction. This result re-confirm our hypothesis that ""reducing the forces of two antagonistic mono-articular muscles is sufficient for involved muscles' total fatigue reduction."" Finally, the relation between the amount of metabolic rate reduction and kinematics of hip joint is examined carefully where for the first time, we present a reliable kinematic index for prediction of the metabolic rate reduction by I-RUN augmentation. This index not only explains individual differences in metabolic rate reduction but also provides a quantitative measure for training the subjects to maximize their benefits from I-RUN."
652,landscape_sweep,The thing that should not be: predictive coding and the uncanny valley in perceiving human and humanoid robot actions,2011,Ayşe Pınar Saygın; Thierry Chaminade; Hiroshi Ishiguro; Jon Driver; Chris Frith,Social Cognitive and Affective Neuroscience,10.1093/scan/nsr025,https://doi.org/10.1093/scan/nsr025,436,action conditioned video prediction robotics robotics,Uncanny valley; Intraparietal sulcus; Psychology; Functional magnetic resonance imaging; Humanoid robot; Superior temporal sulcus; Perception; Biological motion; Cognitive psychology; Neuroscience; Action Observation and Synchronization; Embodied and Extended Cognition,Advance embodied world/dynamics modeling around: The thing that should not be: predictive coding and the uncanny valley in perceiving human and humanoid robot actions.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,semantic priors overriding physical evidence,Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,6.18,,"Using functional magnetic resonance imaging (fMRI) repetition suppression, we explored the selectivity of the human action perception system (APS), which consists of temporal, parietal and frontal areas, for the appearance and/or motion of the perceived agent. Participants watched body movements of a human (biological appearance and movement), a robot (mechanical appearance and movement) or an android (biological appearance, mechanical movement). With the exception of extrastriate body area, which showed more suppression for human like appearance, the APS was not selective for appearance or motion per se. Instead, distinctive responses were found to the mismatch between appearance and motion: whereas suppression effects for the human and robot were similar to each other, they were stronger for the android, notably in bilateral anterior intraparietal sulcus, a key node in the APS. These results could reflect increased prediction error as the brain negotiates an agent that appears human, but does not move biologically, and help explain the 'uncanny valley' phenomenon."
653,landscape_sweep,Artificial cognition vs. artificial intelligence for next-generation autonomous robotic agents,2024,Giulio Sandini; Alessandra Sciutti; Pietro Morasso,Frontiers in Computational Neuroscience,10.3389/fncom.2024.1349408,https://doi.org/10.3389/fncom.2024.1349408,34,visual foresight robot manipulation robotics,Artificial intelligence; Embodied cognition; Dualism; Computer science; Robotics; Robot; Cognitive robotics; Cognition; Cognitive architecture; Human–computer interaction; Cognitive science; Action Observation and Synchronization,Predict visual consequences of robot actions as a proxy for embodied world modeling.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,semantic priors overriding physical evidence,Weakens novelty of broad learned dynamics/model-based robotics claims.,Whether visually plausible prediction errors are the right unit of correction for embodied decisions.,6.17,,"The trend in industrial/service robotics is to develop robots that can cooperate with people, interacting with them in an autonomous, safe and purposive way. These are the fundamental elements characterizing the fourth and the fifth industrial revolutions (4IR, 5IR): the crucial innovation is the adoption of intelligent technologies that can allow the development of cyber-physical systems , similar if not superior to humans. The common wisdom is that intelligence might be provided by AI (Artificial Intelligence), a claim that is supported more by media coverage and commercial interests than by solid scientific evidence. AI is currently conceived in a quite broad sense, encompassing LLMs and a lot of other things, without any unifying principle, but self-motivating for the success in various areas. The current view of AI robotics mostly follows a purely disembodied approach that is consistent with the old-fashioned, Cartesian mind-body dualism, reflected in the software-hardware distinction inherent to the von Neumann computing architecture. The working hypothesis of this position paper is that the road to the next generation of autonomous robotic agents with cognitive capabilities requires a fully brain-inspired, embodied cognitive approach that avoids the trap of mind-body dualism and aims at the full integration of Bodyware and Cogniware. We name this approach Artificial Cognition (ACo) and ground it in Cognitive Neuroscience. It is specifically focused on proactive knowledge acquisition based on bidirectional human-robot interaction: the practical advantage is to enhance generalization and explainability. Moreover, we believe that a brain-inspired network of interactions is necessary for allowing humans to cooperate with artificial cognitive agents, building a growing level of personal trust and reciprocal accountability: this is clearly missing, although actively sought, in current AI. The ACo approach is a work in progress that can take advantage of a number of research threads, some of them antecedent the early attempts to define AI concepts and methods. In the rest of the paper we will consider some of the building blocks that need to be re-visited in a unitary framework: the principles of developmental robotics, the methods of action representation with prospection capabilities, and the crucial role of social interaction."
654,landscape_sweep,Grand Challenges in Shape-Changing Interface Research,2018,Jason Alexander; Anne Roudaut; Jürgen Steimle; Kasper Hornbæk; Miguel Bruns; Sean Follmer; Timothy Merritt,,10.1145/3173574.3173873,https://doi.org/10.1145/3173574.3173873,230,tactile world model robot manipulation,Computer science; Interface (matter); Data science; Human–computer interaction; Interactive and Immersive Displays; Additive Manufacturing and 3D Printing Technologies; Modular Robots and Swarm Intelligence,Advance embodied world/dynamics modeling around: Grand Challenges in Shape-Changing Interface Research.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,semantic priors overriding physical evidence,Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,6.15,,"Shape-changing interfaces have emerged as a new method for interacting with computers, using dynamic changes in a device's physical shape for input and output. With the advances of research into shape-changing interfaces, we see a need to synthesize the main, open research questions. The purpose of this synthesis is to formulate common challenges across the diverse fields engaged in shape-change research, to facilitate progression from single prototypes and individual design explorations to grander scientific goals, and to draw attention to challenges that come with maturity, including those concerning ethics, theory-building, and societal impact. In this article we therefore present 12 grand challenges for research on shape-changing interfaces, derived from a three-day workshop with 25 shape-changing interface experts with backgrounds in design, computer science, human-computer interaction, engineering, robotics, and material science."
655,landscape_sweep,A Reinforcement Learning-Based Framework for Robot Manipulation Skill Acquisition,2020,Dong Liu; Zitu Wang; Binpeng Lu; Ming Cong; Honghua Yu; Qiang Zou,IEEE Access,10.1109/access.2020.3001130,https://doi.org/10.1109/access.2020.3001130,28,visual foresight robot manipulation robotics,Reinforcement learning; Computer science; Robot learning; Robot; Markov decision process; Artificial intelligence; Set (abstract data type); Task (project management); Matching (statistics); Q-learning; Object (grammar); Machine learning,Model action-conditioned physical change for manipulation/contact robustly enough to support robot decisions.,reinforcement-learning objective around a learned model,reward feedback is the main signal for correcting model use,contact/friction regime; model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,"localized action failures, planner-induced counterexamples, and post-failure repair credit assignment",Weakens novelty of broad learned dynamics/model-based robotics claims.,Whether visually plausible prediction errors are the right unit of correction for embodied decisions.,6.14,,"This paper studies robot manipulation skill acquisition based on a proposed reinforcement learning framework. Robot can learn policy autonomously by interacting with environment with a better learning efficiency. Aiming at the manipulator operation task, a reward function design method based on objects configuration matching (OCM) is proposed. It is simple and suitable for most Pick and Place skills learning. Integrating robot and object state, high-level action set and the designed reward function, the Markov model of robot manipulator is built. An improved Proximal Policy Optimize algorithm with manipulation set as the output of Actor (MAPPO) is proposed as the main structure to construct the robot reinforcement learning framework. The framework combines with the Markov model to learn and optimize the skill policy. A same simulation environment as the real robot is set up, and three robot manipulation tasks are designed to verify the effectiveness and feasibility of the reinforcement learning framework for skill acquisition."
656,landscape_sweep,Anticipation: Beyond synthetic biology and cognitive robotics,2016,Slawomir J. Nasuto; Yoshikatsu Hayashi,Biosystems,10.1016/j.biosystems.2016.07.011,https://doi.org/10.1016/j.biosystems.2016.07.011,27,visual foresight robot manipulation robotics,Anticipation (artificial intelligence); Cognitive science; Neurophenomenology; Reductionism; Embodied cognition; Cognitive robotics; Cognition; Enactivism; Autonomy; Psychology; Causality (physics); Robotics,Predict visual consequences of robot actions as a proxy for embodied world modeling.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,"localized action failures, planner-induced counterexamples, and post-failure repair credit assignment",Weakens novelty of broad learned dynamics/model-based robotics claims.,Whether visually plausible prediction errors are the right unit of correction for embodied decisions.,6.135,,"The aim of this paper is to propose that current robotic technologies cannot have intentional states any more than is feasible within the sensorimotor variant of embodied cognition. It argues that anticipation is an emerging concept that can provide a bridge between both the deepest philosophical theories about the nature of life and cognition and the empirical biological and cognitive sciences steeped in reductionist and Newtonian conceptions of causality. The paper advocates that in order to move forward, cognitive robotics needs to embrace new platforms and a conceptual framework that will enable it to pursue, in a meaningful way, questions about autonomy and purposeful behaviour. We suggest that hybrid systems, part robotic and part cultures of neurones, offer experimental platforms where different dimensions of enactivism (sensorimotor, constitutive foundations of biological autonomy, including anticipation), and their relative contributions to cognition, can be investigated in an integrated way. A careful progression, mindful to the deep philosophical concerns but also respecting empirical evidence, will ultimately lead towards unifying theoretical and empirical biological sciences and may offer advancement where reductionist sciences have been so far faltering."
